date,sp500_price,dividend,earnings,cpi,date_fraction,gs10,real_price,real_dividend,real_total_return_price,real_earnings,real_tr_scaled_earnings,cape,tr_cape,ecy,monthly_total_bond_returns,real_total_bond_returns,ten_year_annualized_stock_real_return,ten_year_annualized_bonds_real_return,real_10_year_excess_annualized_returns
1937-03-01,18.09,0.75,1.11,14.2,1937.2083333332732,2.66,417.77039630281695,17.32049735915493,13453.935614766839,25.6343360915493,825.5317043886783,22.04219701605057,28.928361986280844,-0.0007852409874235244,1.0030878935270666,13.759481204412108,-0.005787775137648499,-0.016436775195656006,0.010649000058007507
1937-04-01,17.01,0.78,1.13,14.3,1937.2916666666065,2.6500000000000004,390.081825,17.887349999999998,12610.252926642781,25.913724999999996,837.7181544448172,20.55657945743285,26.9289468682097,0.0032817335242659312,1.0030799761489029,13.705451751503347,-0.0026710585636943174,-0.016000686562638533,0.013329627998944216
1937-05-01,16.25,0.81,1.15,14.4,1937.3749999999397,2.64,370.0652560763889,18.4463296875,12012.866493835563,26.189233506944444,850.1413211022091,19.4741746865721,25.472602466914225,0.0062037965103382275,1.0030720590436968,13.652194325618973,0.0008149910266526117,-0.015567038605830974,0.016382029632483586
1937-06-01,15.64,0.84,1.17,14.4,1937.458333333273,2.63,356.1735756944445,19.129527083333333,11613.669699578875,26.644698437499997,868.79754146466,18.711659960364955,24.44656349720489,0.007275546932276555,1.0030641422116537,13.694134672663296,0.00762072074464748,-0.016265375639800128,0.023886096384447608
1937-07-01,16.57,0.816667,1.18667,14.5,1937.5416666666063,2.62,374.75026258620693,18.46989575712069,12269.582417444975,26.837953778103447,878.6931422636951,19.64672327960762,25.62875608945361,0.007198237782659947,1.003056225652979,13.641363756015766,0.007706732972186048,-0.016722484634776547,0.024429217606962594
1937-08-01,16.74,0.793333,1.20333,14.5,1937.6249999999395,2.6100000000000003,378.59501482758617,17.942169587706896,12444.415513198175,27.21473949775862,894.5482986557205,19.806982577380957,25.793551964451137,0.007456142262218093,1.0030483093678773,13.683054841868518,0.003359865816855212,-0.018286541991184957,0.02164640780804017
1937-09-01,14.37,0.77,1.22,14.6,1937.7083333332728,2.6,322.76865462328766,17.295188869863015,10656.77783509248,27.40276678082192,904.7507974121661,16.847882862705802,21.913400533669723,0.016529295513579942,1.0030403933565546,13.630759786219205,0.014584059864123589,-0.020010888104683655,0.034594947968807244
1937-10-01,12.28,0.78,1.19,14.6,1937.791666666606,2.59,275.8245705479452,17.519801712328768,9155.03983119114,26.728928253424655,887.1740553027242,14.361659574753356,18.672774871583695,0.0263379831975706,1.0030324776192163,13.672202657718017,0.03319787214831327,-0.020251145661065006,0.053449017809378274
1937-11-01,11.2,0.79,1.16,14.5,1937.8749999999393,2.58,253.301324137931,17.86678982758621,8456.877638515789,26.23478,875.8908982748497,13.158119166486063,17.113718043460707,0.03269786862229944,1.0030245621560687,13.80824029460213,0.04022158911946394,-0.021586717669969002,0.06180830678943294
1937-12-01,11.02,0.8,1.13,14.4,1937.9583333332725,2.57,250.9611767361111,18.218597222222222,8429.436133281684,25.733768576388886,864.3614183855084,13.008483033706135,16.92880600119709,0.03299238138244402,1.0030166469673172,13.946184760192136,0.038055128799596494,-0.02375946205406332,0.06181459085365981
1938-01-01,11.31,0.793333,1.07667,14.2,1938.0416666666058,2.56,261.19310017605636,18.321229508573943,8824.394227128001,24.86461318890845,840.0495607888508,13.511461918562416,17.59120204742216,0.028858466812653638,1.0035927963643612,14.185273158917358,0.03110304712027201,-0.026597243407654902,0.05770029052792691
1938-02-01,11.04,0.786667,1.02333,14.1,1938.124999999939,2.5433333333333334,256.7659319148936,18.296130920443265,8726.333742287588,23.80038778138298,808.8694844651412,13.263076236460867,17.278131157697967,0.030858458141780898,1.0035800712783167,14.337204183393803,0.02844246273098916,-0.026518995026350467,0.05496145775733963
1938-03-01,10.31,0.78,0.97,14.1,1938.2083333332723,2.5266666666666664,239.78774982269508,18.141071276595746,8200.698602919725,22.560050177304962,771.549723068102,12.377286234697685,16.140609995378366,0.0364209897841921,1.003567347466768,14.388532396302134,0.03726465851191341,-0.0261621543400955,0.06342681285200891
